UserID,MovieID,Rating
92,3273,2
92,1997,2
92,2363,1
92,3225,1
117,2710,4
117,1924,4
117,2657,4
117,2700,4
117,1676,4
117,1917,3
117,2427,3
117,1391,2
117,2628,4
117,2459,2
117,3785,3
117,327,3
117,3608,2
117,1573,3
117,2021,5
117,3033,3
117,3156,3
117,780,4
117,1205,4
117,3623,4
117,1405,1
117,3917,3
117,611,4
117,1923,1
117,3070,5
117,2826,5
117,1527,4
117,1373,3
117,736,4
117,2617,5
117,1544,2
117,3754,1
117,3354,3
117,1380,3
117,1997,5
117,674,3
117,2315,1
136,2710,5
136,231,1
136,2657,4
136,2712,5
136,1391,2
136,2384,5
136,327,1
136,3608,5
136,3033,3
136,1088,1
136,532,4
136,1416,3
136,1405,1
136,3917,1
136,1035,3
136,1923,1
136,1732,2
136,2361,5
136,1059,4
136,1517,4
136,3910,5
136,1997,5
136,674,5
136,2395,5
137,2710,1
137,288,4
137,2712,4
137,1676,3
137,2427,3
137,1391,4
137,2628,4
137,1183,4
137,70,3
137,1573,4
137,780,4
137,532,3
137,1416,4
137,2826,2
137,1527,4
137,1732,4
137,736,4
137,2959,3
137,2617,4
137,3176,3
137,1544,4
137,1380,3
137,208,4
137,25,3
139,2710,5
139,2657,5
139,288,2
139,2700,3
139,1676,4
139,1391,4
139,2628,4
139,2459,1
139,2384,3
139,2021,5
139,3033,3
139,780,4
139,2723,4
139,1206,5
139,3917,3
139,3070,4
139,1347,5
139,1527,5
139,3052,5
139,2959,5
139,2361,4
139,2617,5
139,1997,4
139,2363,4
139,674,3
147,2657,1
147,1676,4
147,1917,4
147,2427,4
147,1391,2
147,2628,4
147,1573,4
147,780,4
147,2253,2
147,3160,3
147,3623,4
147,1527,3
147,736,3
147,2959,5
147,2617,2
147,1059,4
147,1544,2
147,3354,2
147,3273,3
147,25,3
148,1924,1
148,231,3
148,1676,1
148,1917,4
148,1721,4
148,2427,3
148,1391,4
148,2628,3
148,1183,1
148,2683,3
148,327,1
148,1573,4
148,2021,3
148,3033,4
148,780,5
148,2431,4
148,2335,4
148,1088,4
148,3623,3
148,1416,1
148,3070,3
148,2826,4
148,1527,3
148,1373,4
148,736,5
148,2617,4
148,3176,2
148,1517,3
148,1544,4
148,3754,3
148,3354,3
148,208,3
148,1997,4
148,1726,4
149,2710,1
149,288,4
149,2700,5
149,2712,4
149,1676,3
149,1917,3
149,1721,5
149,2427,4
149,2628,4
149,1183,4
149,2683,4
149,3785,3
149,2384,4
149,3608,4
149,1573,5
149,780,4
149,3535,3
149,3160,5
149,3623,3
149,2723,3
149,3752,3
149,1206,5
149,1923,3
149,1527,5
149,2706,3
149,3052,4
149,2959,4
149,2617,4
149,3176,4
149,1517,4
149,1544,3
149,3354,1
149,3910,5
149,208,3
149,25,2
149,2395,4
150,2710,2
150,2657,4
150,2700,4
150,2712,4
150,1183,5
150,2683,4
150,2384,4
150,3608,4
150,3160,3
150,2723,2
150,1206,5
150,1035,5
150,1923,5
150,2706,3
150,1732,3
150,2959,5
150,3176,4
150,1997,4
150,25,4
150,2395,3
151,2710,4
151,2657,4
151,1676,2
151,1917,3
151,1721,4
151,1391,4
151,2628,4
151,1183,2
151,2683,4
151,3785,3
151,327,3
151,1573,3
151,3033,3
151,3156,4
151,780,4
151,3535,3
151,2976,4
151,1088,5
151,3752,4
151,968,3
151,1206,5
151,1923,5
151,3070,1
151,104,4
151,1527,5
151,2706,5
151,1732,5
151,3052,3
151,736,3
151,1059,3
151,1517,5
151,785,4
151,1380,4
151,3910,4
151,25,5
151,674,4
151,3225,1
151,2395,4
157,2657,3
157,288,4
157,1676,4
157,1721,3
157,2427,3
157,1391,3
157,2628,2
157,3608,4
157,1573,5
157,2021,3
157,780,4
157,968,3
157,1206,5
157,1923,4
157,3070,4
157,1732,4
157,3052,3
157,736,3
157,2959,5
157,2361,2
157,208,3
157,674,2
157,2395,4
163,2710,4
163,288,5
163,2700,5
163,2712,3
163,1917,2
163,1721,5
163,2427,3
163,2628,1
163,1183,5
163,2683,3
163,3785,3
163,3608,1
163,70,4
163,1573,3
163,780,3
163,2253,1
163,2976,2
163,3160,4
163,2606,2
163,532,1
163,3623,3
163,2723,1
163,3752,3
163,968,4
163,1405,3
163,611,1
163,1923,3
163,2826,3
163,1527,3
163,2706,3
163,1732,1
163,3052,2
163,736,2
163,2959,5
163,366,2
163,2617,4
163,3176,3
163,1517,4
163,785,1
163,208,1
163,3273,2
163,2395,4
163,2315,1
166,2710,3
166,231,3
166,288,4
166,2700,2
166,2712,5
166,1917,4
166,1721,4
166,2427,3
166,2628,3
166,2683,3
166,2021,5
166,3033,3
166,780,4
166,3535,4
166,3160,4
166,3623,3
166,1416,5
166,2723,2
166,1206,5
166,3917,5
166,1035,3
166,1923,4
166,344,4
166,104,3
166,1527,3
166,2706,3
166,1732,5
166,736,3
166,2959,5
166,3676,5
166,2617,4
166,1059,5
166,3176,3
166,1517,3
166,1544,3
166,2600,4
166,785,4
166,19,3
166,3273,3
166,1997,3
166,2395,4
169,1924,5
169,288,1
169,2700,4
169,1676,4
169,1917,4
169,1721,5
169,2628,5
169,1183,2
169,3785,3
169,2384,4
169,3608,4
169,70,4
169,1573,4
169,2021,2
169,3033,4
169,780,4
169,3535,3
169,3160,2
169,2335,4
169,1421,2
169,1088,1
169,3623,4
169,1884,1
169,3752,4
169,1206,3
169,1035,4
169,1923,4
169,3070,2
169,1347,4
169,1527,4
169,2706,4
169,3052,3
169,736,5
169,2959,5
169,2617,4
169,1517,4
169,1544,3
169,3354,2
169,208,2
169,3273,4
169,1997,3
169,25,1
169,2395,2
175,2710,5
175,2657,4
175,2712,4
175,1721,4
175,2427,3
175,2628,4
175,1183,5
175,2384,5
175,3608,4
175,3160,5
175,2723,2
175,1884,2
175,2314,3
175,1206,2
175,1035,5
175,1923,5
175,104,1
175,2959,5
175,2361,3
175,1059,4
175,3176,5
175,1517,5
175,1997,3
175,25,5
175,2022,5
175,2395,5
181,2657,3
181,2700,5
181,1721,2
181,2427,4
181,2628,4
181,2683,4
181,2384,2
181,70,5
181,532,3
181,1206,5
181,1923,5
181,1527,4
181,2706,3
181,1732,5
181,3052,3
181,736,1
181,2959,5
181,1517,4
181,785,4
181,1380,1
181,208,3
181,3273,2
181,2395,4
187,2710,3
187,231,4
187,288,5
187,2712,4
187,1721,2
187,1183,3
187,3785,3
187,2384,5
187,1573,4
187,2431,1
187,2976,4
187,3160,5
187,1416,4
187,1884,5
187,1923,5
187,1732,4
187,3052,5
187,2959,4
187,3176,5
187,1517,4
187,25,5
187,2395,5
192,2657,2
192,288,3
192,2712,4
192,1676,2
192,1917,4
192,1721,2
192,2427,5
192,1391,2
192,2628,2
192,1183,5
192,2683,2
192,70,4
192,1573,3
192,3033,3
192,780,2
192,3535,4
192,2976,3
192,3160,4
192,1206,4
192,1035,3
192,1923,5
192,344,2
192,104,3
192,1527,2
192,2706,4
192,1732,2
192,3052,2
192,1373,1
192,736,1
192,2959,5
192,2617,2
192,1059,4
192,3176,3
192,1517,4
192,1544,3
192,3354,2
192,785,3
192,208,1
192,25,5
192,2395,3
195,2657,3
195,2712,4
195,1676,5
195,1917,2
195,2427,4
195,1391,4
195,2628,3
195,1183,3
195,2683,3
195,3785,2
195,327,3
195,3608,3
195,70,4
195,1573,3
195,2483,4
195,2021,5
195,3033,4
195,3156,3
195,780,2
195,2253,4
195,2976,4
195,3160,5
195,3623,3
195,2723,5
195,1884,4
195,3752,3
195,2314,5
195,1206,5
195,611,2
195,1923,5
195,1347,4
195,344,4
195,3146,4
195,2826,4
195,1527,5
195,2706,3
195,1732,4
195,3052,5
195,1373,3
195,2959,5
195,366,2
195,2617,3
195,1059,3
195,1517,2
195,1544,2
195,3354,1
195,785,5
195,1380,3
195,3910,5
195,19,3
195,208,5
195,3273,2
195,1997,5
195,1726,4
198,231,4
198,2657,4
198,2700,4
198,1917,3
198,1721,2
198,2628,5
198,2683,5
198,3785,4
198,3608,4
198,1573,3
198,3033,5
198,3864,3
198,216,4
198,780,5
198,2335,5
198,3623,4
198,2723,4
198,3752,4
198,1405,4
198,1923,5
198,104,4
198,2861,1
198,2706,3
198,1373,4
198,736,4
198,1517,5
198,1544,4
198,1380,5
198,208,1
198,2363,4
199,2657,3
199,288,4
199,2712,1
199,1676,5
199,1917,4
199,1721,1
199,2427,1
199,2628,4
199,1183,3
199,70,5
199,1573,3
199,780,4
199,2253,2
199,3160,1
199,1884,2
199,968,5
199,1206,5
199,1527,3
199,736,3
199,2959,5
199,2617,2
199,1059,3
199,1544,2
199,3354,2
199,1380,1
199,208,3
202,2710,5
202,231,3
202,2657,1
202,2700,2
202,1676,4
202,1917,3
202,2427,2
202,1391,4
202,2628,5
202,2459,1
202,2683,4
202,3785,3
202,327,1
202,70,3
202,1573,4
202,3033,4
202,3864,3
202,216,3
202,780,5
202,1205,4
202,2431,2
202,2253,2
202,2976,3
202,2606,2
202,2335,3
202,3623,4
202,2723,3
202,1884,1
202,3752,4
202,968,3
202,1405,4
202,344,4
202,104,4
202,3146,2
202,2826,3
202,2861,4
202,2706,3
202,1732,4
202,736,4
202,2959,2
202,366,4
202,2617,4
202,1059,3
202,3176,5
202,1517,5
202,1544,2
202,785,3
202,1380,5
202,19,2
202,208,2
202,3273,4
202,1997,3
202,25,5
202,2395,4
204,231,4
204,1917,5
204,1721,4
204,1391,1
204,2628,5
204,327,3
204,1573,4
204,3156,3
204,216,3
204,780,5
204,2431,4
204,2253,2
204,3623,4
204,2723,3
204,3752,2
204,1206,1
204,3070,3
204,1347,3
204,344,3
204,104,4
204,1732,3
204,736,4
204,2617,3
204,1544,4
204,3354,2
204,1380,3
204,208,3
204,1997,4
204,1726,2
204,2022,1
216,231,3
216,2657,2
216,2700,5
216,2712,4
216,1721,3
216,2427,4
216,1391,4
216,2683,1
216,2384,1
216,3608,3
216,3033,5
216,3156,3
216,2431,5
216,3160,3
216,2335,3
216,532,2
216,2387,4
216,968,3
216,1405,2
216,1206,3
216,1923,5
216,3070,3
216,344,4
216,1527,3
216,2706,3
216,1732,3
216,3052,3
216,2361,3
216,3176,3
216,1517,1
216,1380,2
216,19,2
216,1997,4
216,2363,3
216,2395,2
223,231,5
223,288,1
223,2700,4
223,1917,5
223,1721,5
223,2628,3
223,2683,5
223,3608,5
223,1573,1
223,3033,4
223,780,5
223,2253,1
223,2335,3
223,1088,5
223,1405,5
223,1923,3
223,344,3
223,104,3
223,2706,5
223,736,4
223,2617,3
223,1059,1
223,1517,4
223,1544,4
223,208,4
223,2907,3
225,2657,1
225,288,5
225,2700,3
225,2712,3
225,1721,2
225,2427,3
225,2628,1
225,1183,3
225,2683,3
225,2384,5
225,3608,4
225,70,4
225,3535,3
225,3160,5
225,532,4
225,3623,2
225,2723,2
225,1884,2
225,1206,5
225,104,2
225,1483,4
225,2826,1
225,2706,2
225,1732,4
225,2959,5
225,1059,3
225,3176,2
225,1517,3
225,2600,1
225,3754,1
225,3910,3
225,1997,4
225,25,5
225,2395,5
230,2657,5
230,1917,5
230,1721,5
230,2384,5
230,1573,3
230,2021,5
230,780,4
230,3623,5
230,1206,5
230,1923,3
230,3070,3
230,344,4
230,1527,4
230,736,5
230,2959,5
230,3176,5
230,3354,4
230,1380,4
230,1997,4
230,1726,4
235,2657,4
235,2700,4
235,1391,5
235,2628,1
235,2384,4
235,3608,5
235,1573,5
235,2021,4
235,780,3
235,3160,5
235,532,5
235,3623,1
235,1416,3
235,2723,3
235,968,5
235,1035,4
235,3070,3
235,1527,1
235,1732,5
235,2959,4
235,3676,4
235,1544,3
235,1380,4
235,1997,3
235,25,4
235,674,5
235,2022,4
235,2395,5
242,1924,4
242,231,2
242,2657,4
242,288,2
242,2700,5
242,1676,3
242,1917,3
242,1721,3
242,1391,3
242,2628,2
242,2683,4
242,3785,2
242,327,3
242,70,2
242,1573,3
242,3033,4
242,3864,4
242,216,3
242,780,4
242,3535,5
242,2431,1
242,3160,3
242,2335,4
242,2723,5
242,1206,2
242,1923,3
242,344,3
242,1527,4
242,2706,1
242,1732,5
242,3052,3
242,1373,2
242,736,3
242,2959,4
242,2617,3
242,1059,3
242,3176,3
242,1517,4
242,2600,3
242,785,3
242,208,3
242,2395,2
245,1924,1
245,2657,2
245,288,1
245,2700,1
245,1676,2
245,1917,1
245,1721,2
245,2427,2
245,1391,3
245,2628,2
245,2459,2
245,2683,1
245,3608,2
245,70,2
245,1573,2
245,2021,4
245,3033,3
245,780,1
245,2431,3
245,2253,1
245,2335,1
245,532,1
245,3623,1
245,2723,2
245,968,2
245,1206,2
245,3917,3
245,3070,1
245,1347,4
245,344,3
245,2826,2
245,1527,2
245,1732,3
245,1373,1
245,736,3
245,2959,4
245,2617,2
245,1517,3
245,1544,1
245,19,2
245,208,1
245,1997,3
245,2363,1
245,674,1
245,1726,1
255,231,4
255,2700,4
255,2712,2
255,1676,3
255,1721,4
255,2427,2
255,1391,4
255,2628,3
255,1183,3
255,70,3
255,2021,4
255,3033,4
255,780,4
255,2431,4
255,2723,4
255,1527,5
255,1732,4
255,2959,5
255,2617,4
255,1544,4
255,208,3
255,1726,4
261,231,3
261,288,5
261,1721,5
261,1391,3
261,2628,3
261,1183,4
261,2384,5
261,3608,5
261,70,4
261,2976,3
261,2335,4
261,1088,3
261,3623,2
261,1416,5
261,1923,3
261,1732,5
261,3052,3
261,736,3
261,1059,5
261,1544,3
261,2022,5
264,231,1
264,1676,1
264,1391,1
264,2628,4
264,2683,3
264,3608,1
264,1573,1
264,2021,4
264,3033,1
264,780,3
264,2253,2
264,1088,1
264,3623,3
264,968,1
264,1923,1
264,3070,2
264,344,1
264,104,1
264,1527,4
264,1373,3
264,736,3
264,3354,2
264,1380,3
264,208,3
264,3273,1
264,1997,1
271,231,4
271,2657,5
271,2700,4
271,1676,3
271,1391,3
271,2628,4
271,2683,3
271,3608,4
271,2021,4
271,3033,4
271,780,4
271,2431,4
271,2253,5
271,3160,5
271,2335,3
271,2723,3
271,3752,3
271,1405,2
271,1206,5
271,1923,3
271,104,4
271,2826,4
271,1527,5
271,2706,3
271,3052,5
271,2959,5
271,2617,4
271,1517,4
271,1544,3
271,208,3
272,2710,4
272,2700,4
272,2712,5
272,1676,5
272,1917,5
272,2427,2
272,1391,1
272,2628,4
272,2683,5
272,2384,4
272,3608,5
272,70,4
272,1573,5
272,216,3
272,780,4
272,3535,5
272,1205,4
272,2976,2
272,3160,5
272,2606,1
272,532,2
272,3623,1
272,2723,4
272,2387,4
272,3752,4
272,968,5
272,1206,5
272,3917,1
272,1923,5
272,3070,2
272,104,4
272,2826,1
272,1527,5
272,2706,4
272,1732,5
272,3052,5
272,736,1
272,2959,5
272,2617,1
272,3176,3
272,1517,5
272,1544,5
272,3354,3
272,785,4
272,208,4
272,3273,1
272,25,5
272,2395,4
284,2710,3
284,1924,2
284,231,3
284,2700,5
284,1676,4
284,1917,2
284,1721,2
284,1391,4
284,2628,5
284,2459,1
284,1183,3
284,2384,2
284,70,2
284,3033,5
284,3156,5
284,780,5
284,1205,2
284,3623,1
284,2723,5
284,1405,4
284,3917,2
284,611,1
284,3146,4
284,2826,5
284,2861,3
284,1527,4
284,2706,4
284,1732,5
284,3052,4
284,736,2
284,2959,5
284,3176,2
284,1544,3
284,3354,3
284,1380,3
284,3273,1
284,2395,4
301,2710,3
301,231,2
301,2700,5
301,1917,2
301,2427,5
301,2628,4
301,2683,4
301,3785,4
301,2384,2
301,3608,5
301,70,4
301,216,4
301,3535,3
301,2431,1
301,2976,4
301,3160,5
301,2335,4
301,3623,5
301,2387,1
301,3752,2
301,1405,3
301,1923,5
301,344,2
301,104,4
301,2706,4
301,1732,4
301,736,2
301,2959,4
301,2617,4
301,1059,3
301,3176,2
301,1517,5
301,1544,3
301,785,5
301,3273,1
301,25,4
302,2710,4
302,1924,2
302,231,5
302,2657,1
302,2700,5
302,2712,4
302,1676,4
302,1917,3
302,1721,4
302,2427,2
302,1391,3
302,2628,4
302,2459,2
302,1183,2
302,2683,4
302,3785,1
302,327,1
302,70,3
302,1573,5
302,3033,4
302,3864,2
302,216,4
302,780,4
302,1241,5
302,1205,2
302,2253,1
302,2976,2
302,3160,4
302,2606,3
302,2335,3
302,532,1
302,3623,4
302,2723,3
302,2387,1
302,3752,3
302,1405,3
302,1035,2
302,1923,5
302,3070,3
302,344,4
302,104,5
302,3146,3
302,2826,2
302,2861,3
302,1527,5
302,2706,4
302,1732,4
302,3052,4
302,1373,2
302,736,2
302,2959,5
302,2617,3
302,1059,3
302,3176,3
302,1517,5
302,1544,2
302,3354,1
302,785,4
302,1380,3
302,19,3
302,208,3
302,3273,3
302,25,3
302,674,2
302,2395,5
306,231,5
306,288,3
306,2700,4
306,1917,4
306,1721,5
306,2628,4
306,2683,5
306,3785,4
306,3608,3
306,1573,3
306,3033,4
306,216,3
306,780,3
306,3535,2
306,3623,4
306,2723,2
306,3752,3
306,1923,3
306,104,5
306,2706,5
306,2959,3
306,3273,3
306,25,3
306,2395,3
308,231,4
308,2700,4
308,2712,3
308,1676,3
308,1721,3
308,2427,3
308,1391,4
308,2628,2
308,2683,2
308,327,2
308,3608,4
308,70,3
308,1573,2
308,3033,3
308,216,3
308,2976,3
308,3160,4
308,3917,2
308,1035,3
308,611,1
308,1923,3
308,1347,2
308,104,4
308,1527,3
308,1732,3
308,736,2
308,2959,4
308,1059,3
308,3176,3
308,1517,4
308,1544,2
308,3910,4
308,25,4
308,2395,5
319,2710,1
319,288,4
319,2700,3
319,1917,3
319,1721,1
319,1183,3
319,2683,3
319,1573,3
319,3864,1
319,780,4
319,3535,2
319,3623,3
319,2314,4
319,1206,3
319,1923,3
319,344,1
319,104,1
319,1483,2
319,3146,1
319,2861,3
319,2706,2
319,3052,3
319,736,3
319,2959,2
319,3176,4
319,1517,3
319,2600,2
319,19,1
319,208,3
319,1997,4
319,2395,3
321,2710,3
321,2657,1
321,1676,2
321,1917,3
321,1721,3
321,2628,3
321,1183,3
321,3785,4
321,70,3
321,1573,3
321,2021,3
321,780,3
321,2976,4
321,3160,4
321,2723,3
321,1206,5
321,2826,4
321,1527,3
321,1732,5
321,736,1
321,2617,3
321,1059,2
321,3176,5
321,1544,3
321,208,2
321,3273,1
321,1997,5
329,231,3
329,2657,1
329,288,4
329,2700,5
329,1676,2
329,1917,5
329,1721,4
329,1391,2
329,2628,3
329,1183,2
329,2683,4
329,3785,2
329,2384,2
329,327,1
329,3608,4
329,1573,2
329,2021,1
329,3033,2
329,780,3
329,3535,1
329,2431,1
329,3160,4
329,2606,2
329,2335,3
329,1088,2
329,532,3
329,3623,2
329,1416,2
329,2723,4
329,3752,3
329,2314,2
329,1405,3
329,1206,4
329,1035,3
329,1923,2
329,3070,3
329,1347,3
329,344,2
329,3146,3
329,1527,3
329,2706,3
329,3052,4
329,1373,2
329,736,3
329,2959,5
329,2617,2
329,3176,2
329,1517,3
329,1544,2
329,3754,1
329,3354,1
329,785,4
329,1380,2
329,19,2
329,208,1
329,3273,2
329,674,1
329,2022,3
329,2395,4
331,231,3
331,2712,4
331,1917,1
331,1721,4
331,2628,4
331,2683,3
331,2384,5
331,1573,4
331,216,1
331,780,3
331,2431,1
331,2976,3
331,3160,5
331,1088,4
331,3623,3
331,1035,4
331,1923,5
331,104,1
331,1527,4
331,2706,2
331,1732,4
331,3052,5
331,2617,4
331,3176,5
331,1517,4
331,1544,2
331,785,5
331,208,2
331,25,5
331,1726,2
331,2395,4
337,288,5
337,2700,3
337,1676,5
337,1917,5
337,1391,4
337,2628,1
337,70,4
337,1573,3
337,780,5
337,2606,1
337,532,1
337,3623,4
337,1923,4
337,2826,3
337,1527,3
337,736,3
337,366,1
337,2617,1
337,1544,3
337,2600,1
337,3354,3
337,208,5
343,1676,4
343,1917,3
343,1391,5
343,2628,4
343,1183,2
343,2021,4
343,3033,2
343,3156,3
343,780,5
343,3160,3
343,344,1
343,1373,4
343,2617,4
343,1517,3
343,1544,4
343,3754,2
343,3354,5
343,19,3
343,208,2
343,2315,4
349,2710,1
349,231,2
349,288,4
349,1676,3
349,1917,2
349,1721,2
349,2427,3
349,2628,3
349,2683,3
349,3785,3
349,70,2
349,1573,3
349,3033,3
349,216,2
349,780,4
349,2431,3
349,2606,1
349,2335,3
349,3623,3
349,2723,3
349,3752,2
349,1923,3
349,1347,2
349,104,3
349,1527,3
349,2706,3
349,3052,3
349,2959,5
349,2617,3
349,1517,3
349,1544,3
349,785,2
349,208,3
349,3273,1
349,1997,5
352,2710,1
352,231,4
352,2657,3
352,2700,5
352,2712,5
352,1676,5
352,1917,4
352,1721,5
352,2427,3
352,1391,1
352,2628,3
352,2459,1
352,1183,1
352,2683,4
352,3608,4
352,70,4
352,1573,5
352,2021,4
352,3033,5
352,3156,3
352,216,1
352,780,4
352,2431,3
352,2976,5
352,3160,5
352,2335,4
352,1088,3
352,3623,2
352,2723,2
352,1884,3
352,2387,2
352,968,5
352,1405,4
352,1206,5
352,3917,4
352,611,4
352,1923,5
352,1347,3
352,344,5
352,2826,1
352,2861,2
352,1527,5
352,2706,4
352,1732,4
352,3052,5
352,2959,5
352,3176,5
352,1517,4
352,1544,3
352,3354,3
352,785,4
352,208,3
352,25,1
352,1726,4
352,2395,5
352,2315,3
355,231,3
355,2700,3
355,2712,3
355,1917,4
355,1721,3
355,2427,3
355,1391,3
355,2628,3
355,2683,4
355,3785,2
355,327,1
355,70,3
355,1573,4
355,3033,4
355,216,4
355,780,4
355,2431,5
355,3160,3
355,2335,3
355,2723,4
355,1884,1
355,3752,4
355,1405,4
355,611,4
355,1923,4
355,344,4
355,104,5
355,1483,1
355,2826,2
355,1527,4
355,2706,4
355,3052,4
355,2959,5
355,2617,3
355,1059,2
355,3176,4
355,1517,5
355,1544,2
355,3354,3
355,785,4
355,1997,4
355,2907,1
355,2395,3
368,231,3
368,288,4
368,2712,4
368,1676,3
368,1721,4
368,2427,5
368,1391,2
368,1183,5
368,70,4
368,1573,3
368,780,4
368,2976,3
368,3160,4
368,3623,4
368,2387,4
368,3752,4
368,1923,5
368,344,4
368,2826,2
368,1527,4
368,3052,3
368,736,3
368,2959,5
368,3176,4
368,1544,3
368,3354,4
368,19,3
368,208,4
368,25,5
386,2657,4
386,2700,4
386,1917,1
386,2683,3
386,2384,1
386,327,3
386,70,2
386,3156,1
386,216,3
386,2431,1
386,2253,4
